section,section_id,section_sis_id,submitted,attempt,410964: General,0,410772: Lab significantly reinforces the material taught in the lectures.,1.0,"410776: Through lab, I learned how to apply knowledge from this course to real-world problems.
 ",1.0,410798: Lab introduced new content that was not presented in the lectures.,1.0,410938: Did labs challenge you to an appropriate level?,1.0,410939: I looked forward to attending lab each week.,1.0,410933: Select your three favorite labs:,1.0,410935: Why were those three labs your favorite?,1.0,410936: What could have been done better in your favorite three labs?,1.0,410934: Select your three least favorite labs:,1.0,410937: Why were those three labs your least favorite? What could have been done better?,1.0,410961: Software,0,"410803: Prior to this class, I had no experience with programming.",1.0,"410802: Prior to this class, I had no experience with Jupyter Notebooks.",1.0,410834: The Jupyter Notebook labs were appropriate for my programming background.,1.0,410801: The software required for lab was reasonable and requirements were well communicated.,1.0,"410884: On a scale of 1 to 5, how challenging was installing the software required for labs?",1.0,"410885: On a scale of 1 to 5, how clear were the instructions for software installation?",1.0,"410831: Web-based labs (Traveling Salesman Problem, Shortest Path, and Minimum Spanning Tree) were self-explanatory.",1.0,410832: Jupyter Notebook labs were self-explanatory.,1.0,410833: Which style of lab did you prefer?,1.0,"410836: I could implement an idea (LP, algorithm, etc.) in a Jupyter Notebook independently.",1.0,410949: How did you feel about the use of Jupyter Notebooks in lab? What did you like/dislike? What could have been done better?,1.0,"410968: GILP (Python Package)
In both the simplex and branch  bound lab, we use a python package called gilp. This python package generated the linear programming visualizations in these labs (recall the isoprofit slider and rotating 3d LP feasible regions). The remaining questions ask about the python package itself as well as the labs that used it.",0,"410969: The python package, gilp, improved my understanding of the simplex algorithm.",1.0,"410970: The python package, gilp, improved my understanding of the branch and bound algorithm.",1.0,410973: Understanding the geometrical interpretation of a linear program helped me better reason about linear programs in general.,1.0,410974: Understanding the geometrical interpretation of the simplex and branch  bound algorithms helped me understand the mechanics of these algorithms.,1.0,"410977: Prior to seeing visualizations produced by gilp, I had a strong understanding of the geometrical interpretation of linear programs, simplex, and branch  bound.",1.0,"410975: The python package, gilp, taught me the geometrical interpretation of LPs, simplex, and branch  bound.",1.0,"411468: Was there any misconception you had about linear programs, simplex, or branch  bound that your interaction with gilp visualizations corrected? If yes, please briefly describe the misconception that was addressed.",1.0,410988: What did you particularly enjoy about the gilp components of the lab?,1.0,410989: What did you particularly dislike about the gilp components of the lab?,1.0,410990: How could gilp be improved to better accommodate students?,1.0,n correct,n incorrect,score
"DIS201-PT, LEC001-PT","26355, 26350","7123_2020FA_1_9477, 358586_2020FA_1_1_1_9476",2020-12-11 06:26:40 UTC,1,"",0,4 - Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"Minimum Spanning Tree,Baseball Elimination,LP Formulation",0.0,Baseball was fun because I enjoy sports. LP because I'm a math person and find mathematical equality interesting. Minimum spanning tree had a cool website.,0.0,Not anything specific for these labs but sometimes the coding sections were difficult to figure out,0.0,"Transportation,Simplex,Seat Packing",0.0,"I struggled with these concepts. Seat packing could have used a bit less code. I feel like a lot of the work was done for me; however, it was very cool to see real applications of the concept.",0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4,0.0,2,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,Web-based,1.0,3 - Neutral,0.0,The coding expectations and basics could have been explained more thoroughly at the beginning of the semester.,0.0,"",0,4 - Agree,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,The 3D models were the ones that I was the most impressed by. Previously I had no concept of the higher dimensional visualizations for theme ( >2D).,0.0,Visualizing the plotting component,0.0,The 3D models were a bit confusing,0.0,Maybe an explanation beforhand.,0.0,12,22,1.0
"DIS202-PT, LEC002-PT","26359, 31405","7124_2020FA_1_9478, 358586_2020FA_1_2_1_19896",2020-12-10 23:29:25 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,2 - Disagree,0.0,"Baseball Elimination,First Year Writing Seminars,Seat Packing",0.0,I like when there is code in them and modelling,0.0,Maybe less hard coding to write,0.0,"Simplex,LP Formulation,Branch & Bound + Knapsack",0.0,A lot of code to write and some were just long,0.0,"",0,1 - Strongly Disagree,1.0,2 - Disagree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3,0.0,5 - Clear,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,5 - Strongly Agree,0.0,They were easy to use and practical to use. I disliked installing it.,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,no,0.0,They were nice for understanding,0.0,nothing,0.0,not sure,0.0,12,22,1.0
"DIS202-PT, LEC002-PT","26359, 31405","7124_2020FA_1_9478, 358586_2020FA_1_2_1_19896",2020-12-10 22:58:42 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,2,0.0,4 - Agree,0.0,"Minimum Spanning Tree,Maximum Flow,Diet Problem",0.0,I am a bit biased in picking my favorite labs based on how well I understood the material going into the lab. I think that these labs did a good job of reinforcing the material from lecturing by breaking it down (ex: max flow lab had us draw out each step of the Ford-Fulkerson algorithm including the residual graphs) in a way that we could see exactly how it was done. This breakdown is particularly useful when we have to replicate these algorithms by hand on homeworks or exams. ,0.0,"As someone who has no experience in coding, I often got lost trying to fill in lines of code. I recognize that figuring out what to put is the challenge of the lab, but sometimes I would get really confused with all the variables.",0.0,"Seat Packing,Branch & Bound + Knapsack",0.0,"Again, I am biased based on my understanding of the material going into the lab. These were the concepts I didn't understand that well, and it was incredibly challenging to figure out the lab without a 100% understanding of the material. Especially for the branch and bound lab, I would get stuck on basic concept (IP is a ___ bound for the LP) without which I couldn't do the lab. Interspersed confirmations of these basics are incredibly useful without giving away all the answers to the labs. ",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,2,0.0,3,0.0,4 - Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,"I liked the Notebooks as an introduction to coding, especially when the code templates were in the lab and we had to fill them in appropriately. The fill-in-the-blank style of lab questions were a great way to apply knowledge without a background in coding. ",0.0,"",0,4 - Agree,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,2 - Disagree,0.0,4 - Agree,0.0,"",0.0,"It is useful to see graphical representation of the linear programs because you can see the feasible region, variables, and constraints and how they affect the optimal solution.",0.0,"",0.0,"",0.0,11,23,1.0
"DIS206-OL, LEC003-OL","32723, 31406","358586_2020FA_1_3_1_21535, 358586_2020FA_1_3_1_19897",2020-12-10 22:16:07 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Traveling Salesman Problem,Maximum Flow,Branch & Bound + Knapsack",0.0,These were three of my favorite topics so it makes sense that the labs were also my favorite.,0.0,"I enjoyed them, I do not think they could have really been done better.",0.0,"Simplex,Seat Packing,Diet Problem",0.0,I was stuck with some of the coding for the lab so it took me a little longer even though I knew how to do it logically I could not code it.,0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,2,0.0,5 - Clear,0.0,4 - Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,1 - Strongly Disagree,1.0,I liked the fact that we could run code and add to code and it would give us interesting programs when we ran it. I did not like how sometimes it was unclear what the syntax was to code the programs so even though I knew how to solve the problem I sometimes did not know how to write it.,0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,"I really liked the graphs, they made it very clear exactly what was happening when we were solving these types of problems from a logical perspective.",0.0,I enjoyed how it added a visualization of what we were doing.,0.0,Nothing.,0.0,N/A,0.0,12,22,1.0
"LEC003-OL, DIS206-OL","31406, 32723","358586_2020FA_1_3_1_19897, 358586_2020FA_1_3_1_21535",2020-12-10 22:08:13 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,2,0.0,4 - Agree,0.0,"Transportation,Simplex,LP Formulation",0.0,"These three labs all include many graphics, which I like a lot.",0.0,"The code modification part of the lab is hard. This isn't suppose to be a course about coding in my opinion. Other than that, the labs are really cool.",0.0,"Maximum Flow,Baseball Elimination,First Year Writing Seminars",0.0,The coding part was hard. The questions can be clearer.,0.0,"",0,3 - Neutral,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,3,0.0,4,0.0,3 - Neutral,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,"I don't like the use of Jupyter Notebooks because often I was stuck on how to modify the code, yet this should not be a coding course. The lab should not ask students too many coding question.",0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,"No, there was not any misconception of this type.

 ",0.0,I enjoyed how I can see the program helping me to find the optimal solution for some problems.,0.0,I dislike how I need to modify the code for it to work.,0.0,I like the way gilp is right now.,0.0,11,23,1.0
"DIS202-PT, LEC002-PT","26359, 31405","7124_2020FA_1_9478, 358586_2020FA_1_2_1_19896",2020-12-10 22:07:40 UTC,1,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Maximum Flow,First Year Writing Seminars,Diet Problem",0.0,"For the Max Flow lab, I enjoyed it simply because it was my favorite unit of the course (or at least the most memorable). Therefore, it was an interesting lab that reinforced many key concepts from that unit as well as concepts that may arise later in the course. I enjoyed the FWS lab and Diet Problem since they were both very direct applications of the different problems rather than more abstract versions. Obviously, seeing how FWS sections can be found for students using the models we learned in the course was very interesting and relatable. I enjoyed the Diet Problem lab for similar reasons.",0.0,"From what I remember of them, they were very well executed and, frankly, I have no feedback on how to make these significantly better.",0.0,"Traveling Salesman Problem,Baseball Elimination,Branch & Bound + Knapsack",0.0,"These labs were my least favorite mostly because I had the most trouble with these sections in the course. As a result, the labs felt more tedious since I was also having to work through the struggles that I would encounter regarding the subject matter. Some of these labs introduced a few new things that were not explicitly covered in the lecture, which meant I would have to read the course readings during the lab which would interrupt my flow. It is not that I disliked the readings (as they were very comprehensive) or was not planning on reading through them. It was mainly the fact that I struggled with these sections and had to learn the basic abstract version of the problem, while also having to implement it in some real way.",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3,0.0,4,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,"I enjoyed the Jupyter Notebooks since they were an easy way to compute different programs for problems while also allowing for an easy way to answer questions. Since I had virtually no experience with writing code, one (very) minor problem was that there were a few syntax things that I struggled to get on the first try. Naturally, they were simple syntax errors on my part and easily fixed, but this was basically the only gripe I had with Jupyter Notebooks.",0.0,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,None in particular.,0.0,They were a very visual way of keeping track of a large amount of variables and constraints. This helped me to see what was happening when a constraint was met or not met and helped me to extend that idea to problems with more variables that could not necessarily be graphed this way.,0.0,Nothing in particular. These components were greatly helpful for my understanding.,0.0,"Perhaps a slight amount of control over different things (constraints, coefficient values, steps in optimum/iteration values). This would allow students to vary their input and algorithms without having to learn and rewrite a large amount of code.",0.0,11,23,1.0
"LEC001-PT, DIS202-PT","26350, 26359","358586_2020FA_1_1_1_9476, 7124_2020FA_1_9478",2020-12-10 22:00:25 UTC,1,"",0,3 - Neutral,0.0,4 - Agree,0.0,3 - Neutral,0.0,2,0.0,1 - Strongly Disagree,1.0,"Minimum Spanning Tree,Maximum Flow,Baseball Elimination",0.0,"These were the problems I found the most appealing to start with, so it makes sense that I liked the labs for them best. ",0.0,I think a lot of the labs were much longer and drawn out than they needed to be. ,0.0,"Seat Packing,Branch & Bound + Knapsack,Diet Problem",0.0,"I really never liked the LPs as a whole. probably because I never really understood them properly, so this made these labs incredibly challenging. ",0.0,"",0,2 - Disagree,0.0,4 - Agree,0.0,3 - Neutral,0.0,1 - Strongly Disagree,1.0,5 - Hard,0.0,1 - Poor,1.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,Web-based,1.0,2 - Disagree,0.0,"I always had errors with these, it was not a fun time. I think the way to program them without errors needed to be laid out more clearly ",0.0,"",0,2 - Disagree,0.0,2 - Disagree,0.0,3 - Neutral,0.0,3 - Neutral,0.0,2 - Disagree,0.0,4 - Agree,0.0,"Not really, I feel like I still dont fully understand linear programs ",0.0,Being able to visualize certain concepts. ,0.0,They would often give me errors which were hard to fix ,0.0,Give more of the code so it doesnt break immediately ,0.0,15,19,1.0
"DIS202-PT, LEC002-PT","26359, 31405","7124_2020FA_1_9478, 358586_2020FA_1_2_1_19896",2020-12-10 21:58:34 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,3 - Just Right,0.0,2 - Disagree,0.0,"First Year Writing Seminars,Seat Packing,Branch & Bound + Knapsack",0.0,"Those labs were my favorite because I liked the labs where we applied our knowledge to something that closely resembled a real-life scenario. In terms of the branch and bound lab, I also really enjoyed seeing the process of branch and bound as applied to a graph and it definitely reinforced my understanding of the material. ",0.0,It might have been better if we could have tried out some more code because I thought that using code applied to OR problems was a useful skill to get some practice with. ,0.0,"Shortest Path,Minimum Spanning Tree,Maximum Flow",0.0,"Those three labs were my least favorite because I already felt as though I knew some of the material and I didn't feel as though I was branching on my understanding, just repeating what I already knew so it felt quite tedious. Also these were some of the earlier labs with less code, which made them feel longer and more slow. ",0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,2,0.0,5 - Clear,0.0,4 - Agree,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,"I really liked using Jupyter Notebooks in lab, I think it could have been helpful to have one lab early on to explain some of the basic code we would need (e.g m.Minimize(), m.Add(),etc), so that we could have some background and then go on to do more interesting/slightly more advanced coding in future labs. ",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,I don't know if I had any specific misconceptions but I feel as though I didn't have much of a conception of graphical interpretations to begin with before exploring it in lab. ,0.0,I thought the branch and bound representation was really interesting because it really helped solidify my understanding and made me understand the potential applications of IP. ,0.0,I can't think of anything I particularly disliked. ,0.0,"I think it was explained well when we were first exposed to it (e.g the interpretation of corner points, how to use the slider, etc), so as long as that explanation remains, I think it worked well. ",0.0,12,22,1.0
"LEC001-PT, DIS202-PT","26350, 26359","358586_2020FA_1_1_1_9476, 7124_2020FA_1_9478",2020-12-10 21:55:31 UTC,1,"",0,2 - Disagree,0.0,2 - Disagree,0.0,2 - Disagree,0.0,2,0.0,1 - Strongly Disagree,1.0,"Shortest Path,Minimum Spanning Tree,Diet Problem",0.0,They seemed to make the most sense and reinforced the ideas taught in the lectures.,0.0,"For the ones that used Jupyter Notebook, possibly more help with technical issues and syntax for the code.",0.0,"Simplex,LP Formulation,Seat Packing",0.0,"There were many technical issues, involving me having trouble with the syntax for python.",0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,2 - Disagree,0.0,4,0.0,2,0.0,3 - Neutral,0.0,2 - Disagree,0.0,Web-based,1.0,2 - Disagree,0.0,"I liked that you could code certain things, but there were so many times technical issues, or you would run into a syntax problem that you just wouldn't be able to solve, which was super frustrating sometimes.",0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,"",0.0,Being able to visualize,0.0,The technical issues and having to install it.,0.0,"",0.0,14,20,1.0
"LEC002-PT, DIS202-PT","31405, 26359","358586_2020FA_1_2_1_19896, 7124_2020FA_1_9478",2020-12-10 21:46:37 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"Traveling Salesman Problem,Minimum Spanning Tree,First Year Writing Seminars",0.0,I love the real world applications that were directly shown through these labs.,0.0,I wish there was more of a collaborative nature in all the labs.,0.0,"Maximum Flow,Baseball Elimination,Branch & Bound + Knapsack",0.0,I did not see the real world application as clearly and they were not as fun to me. I think also the length of these were a little too long.,0.0,"",0,3 - Neutral,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,3 - Neutral,0.0,4,0.0,3,0.0,4 - Agree,0.0,3 - Neutral,0.0,Web-based,1.0,2 - Disagree,0.0,I did not have any coding experience really outside of Java so I thought this was pretty hard and downloading the software was confusing to me. I think in the future there should be more time dedicated to figuring out the software before the labs.,0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,3 - Neutral,0.0,I really liked going through it and actually seeing the processes. In class it can get a little confusing so coupling class with the lab is very beneficial. ,0.0,I like the visual layout. It helped improve my understanding.,0.0,I think sometimes the coding could get confusing because I did not have much experience before this.,0.0,I think it would be helpful to walk through it before starting the labs using it.,0.0,12,22,1.0
"DIS202-PT, LEC001-PT","26359, 26350","7124_2020FA_1_9478, 358586_2020FA_1_1_1_9476",2020-12-10 21:43:48 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,2,0.0,3 - Neutral,0.0,"Traveling Salesman Problem,Shortest Path,Minimum Spanning Tree",0.0,The web-based ones were more interesting to use and clearer. I think they helped with my understanding better.,0.0,I think the lab activities could have been shorter or more relaxed so we could understand the web models more.,0.0,"Baseball Elimination,LP Formulation,Seat Packing",0.0,"They were very long and didn't explain how to write the code for Jupiter notebook. There were times when I knew what to do but did not know how to code it using the syntax. I think if we got a mini-lesson in the beginning on some basics for syntax in Jupiter Notebook it would have helped a lot. Some of the labs also introduced new concepts, except they were presented in a way that assumed that it was known.",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,4 - Agree,0.0,2,0.0,4,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,Web-based,1.0,2 - Disagree,0.0,"I think Jupiter Notebook helped and since it solved some things automatically, we didn't have to use time just solving things and we could move on to deeper understanding. Since it was new, there were times when I knew what to do content-wise but did not know how to code it using the syntax. I think if we got a mini-lesson in the beginning on some basics for syntax in Jupiter Notebook it would have helped a lot.",0.0,"",0,2 - Disagree,0.0,2 - Disagree,0.0,3 - Neutral,0.0,3 - Neutral,0.0,3 - Neutral,0.0,3 - Neutral,0.0,None,0.0,It was cool to see the visual.,0.0,The graphs were kind of confusing sometimes. I think it confused me more than it helped for some questions.,0.0,I think the use of the visualizations and gilp could be better introduced/explained just so we get more familiar and comfortable using it as a tool to help.,0.0,12,22,1.0
"LEC003-OL, DIS206-OL","31406, 32723","358586_2020FA_1_3_1_19897, 358586_2020FA_1_3_1_21535",2020-12-10 21:30:59 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"Simplex,LP Formulation,Seat Packing",0.0, I found these the most interesting because I thought these labs have the most application as I can even apply them on different concepts such as the problems we have gone over in class before.,0.0,"",0.0,"",0.0,"",0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,2,0.0,4,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,2 - Disagree,0.0,"",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,"",0.0,"",0.0,"",0.0,"",0.0,11,23,1.0
"LEC001-PT, DIS202-PT","26350, 26359","358586_2020FA_1_1_1_9476, 7124_2020FA_1_9478",2020-12-10 21:29:55 UTC,1,"",0,4 - Agree,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Maximum Flow,Simplex,Seat Packing",0.0,They were satisfying to solve.,0.0,More group work.,0.0,"Traveling Salesman Problem,Baseball Elimination,First Year Writing Seminars",0.0,The instructions were unclear and the code/ website was difficult to use.,0.0,"",0,2 - Disagree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,3,0.0,4,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,It was very useful - being able to see the results of the coding increased my understanding of the various labs.,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,3 - Neutral,0.0,No,0.0,The visualization made it easier to understand how the different parts worked together.,0.0,The 3d graphs/formations were difficult to maneuver,0.0,Make 3d models easier to manipulate,0.0,11,23,1.0
"DIS202-PT, LEC001-PT","26359, 26350","7124_2020FA_1_9478, 358586_2020FA_1_1_1_9476",2020-12-10 21:29:52 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Just Right,0.0,2 - Disagree,0.0,"Shortest Path,Transportation,Simplex",0.0,"I had previously learned the shortest path algorithm and it was interesting to see it applied in this different context. I liked the transportation lab because it involved the Cornell Campus, and I liked the simplex lab because I liked the visualizations provided to see the points on the constraint lines.",0.0,I think overall the labs would have been better if they were more collaborative. I think we found it difficult to work together in breakout rooms when we were all in the big room together,0.0,"Traveling Salesman Problem,Baseball Elimination,First Year Writing Seminars",0.0,I don't really find the TSP very interesting and it felt like we did a lot of it in lecture and then more of it in lab.,0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,1 - Easy,1.0,4,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,I thought they were easy to download and use. There was some difficulty in importing certain programs but for the most part these difficulties/errors were easily resolved,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,I don't think I had any particular misconceptions.,0.0,"I liked the slider features, I think it helped me see what was really going on myself.",0.0,I don't think I really disliked anything about them,0.0,"I'm not sure, I think it was pretty good",0.0,13,21,1.0
"DIS202-PT, LEC002-PT","26359, 31405","7124_2020FA_1_9478, 358586_2020FA_1_2_1_19896",2020-12-10 21:15:58 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,3 - Just Right,0.0,1 - Strongly Disagree,1.0,"Traveling Salesman Problem,Shortest Path,Diet Problem",0.0,I liked the first few because they didn't involve the coding. Doing the algorithms by hand was the best way to learn them fully. I also liked the diet one because it is most recent in memory and was also a really nice application of the algorithm. ,0.0,In my lab there was zero group work actually done. Everyone was paired into a zoom breakout room and no one spoke to their partner or used the chat. This was frustrating because when I had questions my zoom partners would not respond verbally or in the chat. The labs were basically all individual and not fun at all. ,0.0,"First Year Writing Seminars,Simplex,LP Formulation",0.0,long and simplex isn't that exciting. ,0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4,0.0,4,0.0,3 - Neutral,0.0,3 - Neutral,0.0,Web-based,1.0,2 - Disagree,0.0,"I had little programming experience and no python experience. I did not understand the syntax and was the coding parts I only solved with help from TAs and by recognizing patterns. A lesson on the syntax would be very helpful. I also feel I could've learned some coding if it was introduced properly. Instead, the parts where I had to write some lines were stressful and I felt ill-equipped. 

Other than the parts when I had to code, it was very helpful to see the coding implementation and the visuals. ",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,3 - Neutral,0.0,nah,0.0,i liked the visuals,0.0,I didn't like the syntax or coding part but the visuals were nice. ,0.0,perhaps a lesson about the syntax and coding or how to use it on our own. ,0.0,13,21,1.0
"DIS201-PT, LEC002-PT","26355, 31405","7123_2020FA_1_9477, 358586_2020FA_1_2_1_19896",2020-12-10 20:02:45 UTC,1,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,2,0.0,4 - Agree,0.0,"Baseball Elimination,First Year Writing Seminars,Seat Packing",0.0,These three labs were my favorite since I enjoyed the content the most. I found that they were able to be completed well within the time period given and I learned a lot throughout these labs.,0.0,"Sometimes, the code that was supposed to be added in was out of my range of programming abilities and I required assistance. Overall, the TAs were usually able to help with that.",0.0,"Traveling Salesman Problem,Branch & Bound + Knapsack,Diet Problem",0.0,"While these were still fine labs, I just did not enjoy them as much either because they were too long or some of the descriptions/explanations did not make sense. In the most recent diet lab, I got confused on a lot of the questions as the lab did not provide a lot of information. I think more in depth explanations would have helped, especially if the lab introduced topics not directly learned in lecture.",0.0,"",0,4 - Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,1 - Easy,1.0,4,0.0,4 - Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,"Overall I think the use of Jupyter Notebooks was really helpful and made the labs much more interactive than the web-based/paper labs. I think either more explanation of what type of code is expected would be helpful, especially for those with no Python experience. ",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,"I was confused about the branch and bound cut constraints, but after seeing the gilp visualization I understood how it got rid of some linear feasible points.",0.0,"I enjoyed seeing the visual representation since it put it all together for me in my head. Reading the description made sense, but actually seeing it made it click.",0.0,Sometimes the 3D versions of the gilp component made me more confused since I didn't know how to interpret the graph.,0.0,"For confusing gilp components, like the 3D versions, more explanation about how to interpret the graph could be given.",0.0,12,22,1.0
"DIS201-PT, LEC002-PT","26355, 31405","7123_2020FA_1_9477, 358586_2020FA_1_2_1_19896",2020-12-10 19:29:54 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Maximum Flow,Baseball Elimination,First Year Writing Seminars",0.0,I really liked seeing how the algorithms and problems we have been learning in class can be applied to real word problems. I also enjoyed incorporating Python into these labs. I feel more familiar with the language and know it will help me as I take CS next semester. ,0.0,I think there was some inconsistency in the length of the labs.,0.0,"Transportation,Seat Packing,Branch & Bound + Knapsack",0.0,These were just the labs I had a bit more trouble following along in.,0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,2,0.0,4,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,I am really glad I gained experience using Python and Jupyter Notebooks and how it can be used in OR. I think additional explanations and background on the program and on Python syntax would help future students. ,0.0,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,Which nodes to explore for branch and bound. ,0.0,How you could move around the geometric interpretations of the linear program and see the model from a variety of angles.,0.0,"",0.0,"",0.0,11,23,1.0
